,"(mm) Grass Reference ET (URMA) at -120.2609E,39.4333N, 1985-10-01 to 2025-11-01"
"1996-06-01",4.8189
"1996-06-02",5.8808
"1996-06-03",5.5299
"1996-06-04",5.6301
"1996-06-05",5.318
"1996-06-06",5.8344
"1996-06-07",6.0189
"1996-06-08",5.8819
"1996-06-09",5.9136
"1996-06-10",5.4174
"1996-06-11",5.3493
"1996-06-12",5.1435
"1996-06-13",5.5727
"1996-06-14",5.4276
"1996-06-15",5.2949
"1996-06-16",5.4657
"1996-06-17",4.9897
"1996-06-18",5.171
"1996-06-19",4.9002
"1996-06-20",5.1036
"1996-06-21",4.9267
"1996-06-22",5.086
"1996-06-23",5.0088
"1996-06-24",2.3599
"1996-06-25",2.7506
"1996-06-26",3.0065
"1996-06-27",3.4926
"1996-06-28",4.5867
"1996-06-29",5.1821
"1996-06-30",6.0031
"1996-07-01",6.0641
"1996-07-02",6.4987
"1996-07-03",6.4171
"1996-07-04",5.9936
"1996-07-05",5.5694
"1996-07-06",5.8274
"1996-07-07",5.6382
"1996-07-08",5.851
"1996-07-09",5.9554
"1996-07-10",5.5239
"1996-07-11",5.4834
"1996-07-12",4.9117
"1996-07-13",4.8613
"1996-07-14",5.4171
"1996-07-15",5.7515
"1996-07-16",5.4965
"1996-07-17",5.4129
"1996-07-18",5.0822
"1996-07-19",5.2816
"1996-07-20",5.4989
"1996-07-21",5.9419
"1996-07-22",5.3794
"1996-07-23",5.6995
"1996-07-24",6.1779
"1996-07-25",5.6381
"1996-07-26",5.035
"1996-07-27",4.6569
"1996-07-28",5.1431
"1996-07-29",5.3572
"1996-07-30",5.5276
"1996-07-31",5.6115
"1996-08-01",6.0747
"1996-08-02",6.0427
"1996-08-03",5.1911
"1996-08-04",5.0851
"1996-08-05",5.4137
"1996-08-06",5.147
"1996-08-07",5.9419
"1996-08-08",5.337
"1996-08-09",5.2464
"1996-08-10",5.7125
"1996-08-11",4.8081
"1996-08-12",5.0105
"1996-08-13",5.2196
"1996-08-14",5.68
"1996-08-15",5.1533
"1996-08-16",5.4828
"1996-08-17",5.3796
"1996-08-18",4.4828
"1996-08-19",4.91
"1996-08-20",4.9128
"1996-08-21",4.7827
"1996-08-22",5.5526
"1996-08-23",5.399
"1996-08-24",5.2229
"1996-08-25",5.0199
"1996-08-26",5.2178
"1996-08-27",4.4558
"1996-08-28",5.0679
"1996-08-29",5.2417
"1996-08-30",5.2729
"1996-08-31",5.6018
"1996-09-01",4.8555
"1996-09-02",4.6441
"1996-09-03",4.9812
"1996-09-04",4.6894
"1996-09-05",3.8346
"1996-09-06",4.1288
"1996-09-07",4.2329
"1996-09-08",4.2496
"1996-09-09",4.2429
"1996-09-10",4.3007
"1996-09-11",4.4537
"1996-09-12",4.2451
"1996-09-13",1.6478
"1996-09-14",3.0173
"1996-09-15",2.0148
"1996-09-16",2.8131
"1996-09-17",2.9237
"1996-09-18",3.312
"1996-09-19",3.1182
"1996-09-20",3.8094
"1996-09-21",3.8416
"1996-09-22",2.7196
"1996-09-23",3.4656
"1996-09-24",3.2569
"1996-09-25",3.3844
"1996-09-26",3.6561
"1996-09-27",4.0001
"1996-09-28",3.7269
"1996-09-29",3.7247
"1996-09-30",3.588
"1996-10-01",2.8813
"1996-10-02",3.2889
"1996-10-03",3.3846
"1996-10-04",2.854
"1996-10-05",3.0604
"1996-10-06",3.228
"1996-10-07",4.1749
"1996-10-08",3.7087
"1996-10-09",4.0031
"1996-10-10",3.376
"1996-10-11",3.092
"1996-10-12",2.3569
"1996-10-13",2.6704
"1996-10-14",2.5431
"1996-10-15",2.5179
"1996-10-16",2.1028
"1996-10-17",1.7397
"1996-10-18",1.1219
"1996-10-19",1.5163
"1996-10-20",1.5801
"1996-10-21",2.0919
"1996-10-22",1.4965
"1996-10-23",1.5957
"1996-10-24",0.8151
"1996-10-25",0.5861
"1996-10-26",1.2129
"1996-10-27",1.9392
"1996-10-28",1.4297
"1996-10-29",0.8409
"1996-10-30",0.6902
"1996-10-31",1.3867
"1996-11-01",1.9028
"1996-11-02",2.205
"1996-11-03",1.7877
"1996-11-04",1.1755
"1996-11-05",1.117
"1996-11-06",1.2929
"1996-11-07",1.6246
"1996-11-08",2.1933
"1996-11-09",2.3386
"1996-11-10",2.5088
"1996-11-11",2.1635
"1996-11-12",1.5538
"1996-11-13",1.6244
"1996-11-14",0.7048
"1996-11-15",0.8108
"1996-11-16",0.785
"1996-11-17",0.4537
"1996-11-18",0.6342
"1996-11-19",0.6725
"1996-11-20",0.9671
"1996-11-21",0.5751
"1996-11-22",0.4994
"1996-11-23",0.826
"1996-11-24",1.0005
"1996-11-25",0.7604
"1996-11-26",1.1631
"1996-11-27",1.2497
"1996-11-28",0.718
"1996-11-29",0.6906
"1996-11-30",0.7467
"1996-12-01",0.5335
"1996-12-02",0.9182
"1996-12-03",0.7535
"1996-12-04",0.5478
"1996-12-05",0.3296
"1996-12-06",0.3726
"1996-12-07",0.7408
"1996-12-08",0.7337
"1996-12-09",0.5191
"1996-12-10",0.3706
"1996-12-11",0.3726
"1996-12-12",0.4056
"1996-12-13",0.8091
"1996-12-14",1.1645
"1996-12-15",1.4713
"1996-12-16",1.4472
"1996-12-17",1.4097
"1996-12-18",1.3961
"1996-12-19",1.1711
"1996-12-20",0.5864
"1996-12-21",0.2743
"1996-12-22",0.334
"1996-12-23",0.4201
"1996-12-24",0.3339
"1996-12-25",0.3787
"1996-12-26",0.3847
"1996-12-27",0.3838
"1996-12-28",0.4873
"1996-12-29",0.4127
"1996-12-30",0.4901
"1996-12-31",0.6489
"1997-01-01",0.5536
"1997-01-02",0.3251
"1997-01-03",0.7127
"1997-01-04",0.4193
"1997-01-05",0.4873
"1997-01-06",0.8925
"1997-01-07",1.0376
"1997-01-08",0.9343
"1997-01-09",1.1387
"1997-01-10",1.2722
"1997-01-11",1.184
"1997-01-12",0.339
"1997-01-13",0.5415
"1997-01-14",0.9061
"1997-01-15",0.5273
"1997-01-16",0.9126
"1997-01-17",0.4847
"1997-01-18",1.3016
"1997-01-19",1.3296
"1997-01-20",0.4787
"1997-01-21",0.4348
"1997-01-22",0.2999
"1997-01-23",0.5216
"1997-01-24",0.7267
"1997-01-25",0.4843
"1997-01-26",0.5594
"1997-01-27",0.9495
"1997-01-28",0.7603
"1997-01-29",1.3117
"1997-01-30",1.2209
"1997-01-31",0.55
"1997-02-01",0.8045
"1997-02-02",1.1888
"1997-02-03",1.2903
"1997-02-04",0.5401
"1997-02-05",1.112
"1997-02-06",1.3148
"1997-02-07",0.7107
"1997-02-08",0.9473
"1997-02-09",0.8636
"1997-02-10",1.3014
"1997-02-11",1.5705
"1997-02-12",1.3011
"1997-02-13",1.4951
"1997-02-14",1.8209
"1997-02-15",1.9678
"1997-02-16",1.66
"1997-02-17",0.7879
"1997-02-18",1.2128
"1997-02-19",1.0716
"1997-02-20",1.2944
"1997-02-21",0.9978
"1997-02-22",1.4253
"1997-02-23",1.12
"1997-02-24",1.2366
"1997-02-25",1.7394
"1997-02-26",1.517
"1997-02-27",0.6832
"1997-02-28",1.39
"1997-03-01",1.5131
"1997-03-02",0.5915
"1997-03-03",1.0294
"1997-03-04",1.7872
"1997-03-05",1.8056
"1997-03-06",2.2134
"1997-03-07",1.8209
"1997-03-08",2.0302
"1997-03-09",2.3814
"1997-03-10",2.7915
"1997-03-11",2.352
"1997-03-12",1.9405
"1997-03-13",1.9109
"1997-03-14",2.0485
"1997-03-15",1.7211
"1997-03-16",1.1092
"1997-03-17",1.93
"1997-03-18",2.9436
"1997-03-19",2.964
"1997-03-20",1.8743
"1997-03-21",1.4697
"1997-03-22",1.9602
"1997-03-23",2.6865
"1997-03-24",2.4361
"1997-03-25",3.4368
"1997-03-26",3.2554
"1997-03-27",2.1335
"1997-03-28",2.6036
"1997-03-29",3.3014
"1997-03-30",2.9542
"1997-03-31",1.2146
"1997-04-01",1.6103
"1997-04-02",2.273
"1997-04-03",2.8911
"1997-04-04",2.9956
"1997-04-05",2.1257
"1997-04-06",2.1009
"1997-04-07",2.0217
"1997-04-08",2.5153
"1997-04-09",1.1311
"1997-04-10",2.4597
"1997-04-11",2.5687
"1997-04-12",2.3516
"1997-04-13",2.6276
"1997-04-14",3.0056
"1997-04-15",3.6763
"1997-04-16",3.7432
"1997-04-17",3.2366
"1997-04-18",2.3783
"1997-04-19",2.2338
"1997-04-20",1.9854
"1997-04-21",2.541
"1997-04-22",2.0436
"1997-04-23",2.7032
"1997-04-24",3.0993
"1997-04-25",3.3061
"1997-04-26",3.5904
"1997-04-27",3.6502
"1997-04-28",1.8685
"1997-04-29",2.5908
"1997-04-30",1.7801
"1997-05-01",3.3373
"1997-05-02",2.4538
"1997-05-03",3.3531
"1997-05-04",3.7775
"1997-05-05",3.7495
"1997-05-06",3.1866
"1997-05-07",4.5126
"1997-05-08",4.723
"1997-05-09",4.7588
"1997-05-10",4.9718
"1997-05-11",4.7129
"1997-05-12",5.1679
"1997-05-13",5.1375
"1997-05-14",4.6635
"1997-05-15",4.1872
"1997-05-16",4.5344
"1997-05-17",4.8254
"1997-05-18",4.9059
"1997-05-19",5.3991
"1997-05-20",5.0248
"1997-05-21",4.7987
"1997-05-22",2.9608
"1997-05-23",1.7959
"1997-05-24",3.5634
"1997-05-25",3.8935
"1997-05-26",2.6652
"1997-05-27",3.173
"1997-05-28",4.6597
"1997-05-29",3.1799
"1997-05-30",4.889
"1997-05-31",4.9753
"1997-06-01",3.7934
"1997-06-02",4.7643
"1997-06-03",2.5916
"1997-06-04",2.2452
"1997-06-05",3.5468
"1997-06-06",4.8041
"1997-06-07",5.2025
"1997-06-08",3.9558
"1997-06-09",3.6099
"1997-06-10",4.387
"1997-06-11",4.4649
"1997-06-12",3.6425
"1997-06-13",2.7427
"1997-06-14",3.9121
"1997-06-15",4.9875
"1997-06-16",5.3941
"1997-06-17",5.4867
"1997-06-18",6.0131
"1997-06-19",6.0696
"1997-06-20",5.9437
"1997-06-21",5.8709
"1997-06-22",5.3676
"1997-06-23",5.1125
"1997-06-24",5.4806
"1997-06-25",6.1108
"1997-06-26",5.5755
"1997-06-27",5.852
"1997-06-28",5.6813
"1997-06-29",4.6722
"1997-06-30",2.2249
"1997-07-01",4.6743
"1997-07-02",5.2183
"1997-07-03",6.045
"1997-07-04",6.033
"1997-07-05",6.1236
"1997-07-06",5.4866
"1997-07-07",6.1758
"1997-07-08",5.6131
"1997-07-09",5.2722
"1997-07-10",4.9399
"1997-07-11",4.9397
"1997-07-12",5.3557
"1997-07-13",5.9904
"1997-07-14",5.9708
"1997-07-15",5.6717
"1997-07-16",4.7874
"1997-07-17",5.558
"1997-07-18",5.1848
"1997-07-19",5.7811
"1997-07-20",6.0023
"1997-07-21",5.9797
"1997-07-22",5.8092
"1997-07-23",3.5673
"1997-07-24",3.7511
"1997-07-25",4.9572
"1997-07-26",5.3606
"1997-07-27",5.0743
"1997-07-28",4.0992
"1997-07-29",4.935
"1997-07-30",4.9753
"1997-07-31",5.2522
"1997-08-01",4.858
"1997-08-02",5.6965
"1997-08-03",6.029
"1997-08-04",5.678
"1997-08-05",5.5902
"1997-08-06",5.6952
"1997-08-07",5.7345
"1997-08-08",5.4525
"1997-08-09",5.3151
"1997-08-10",4.8049
"1997-08-11",4.4984
"1997-08-12",4.7064
"1997-08-13",5.3473
"1997-08-14",5.4975
"1997-08-15",5.9298
"1997-08-16",5.7699
"1997-08-17",5.6082
"1997-08-18",5.153
"1997-08-19",4.5027
"1997-08-20",3.6593
"1997-08-21",5.0841
"1997-08-22",5.4359
"1997-08-23",4.6428
"1997-08-24",4.7365
"1997-08-25",4.9697
"1997-08-26",4.9092
"1997-08-27",4.7698
"1997-08-28",4.5927
"1997-08-29",4.5755
"1997-08-30",4.6864
"1997-08-31",4.5922
"1997-09-01",4.5943
"1997-09-02",3.4278
"1997-09-03",3.755
"1997-09-04",4.1855
"1997-09-05",4.026
"1997-09-06",4.4954
"1997-09-07",4.2344
"1997-09-08",3.4894
"1997-09-09",3.9984
"1997-09-10",3.907
"1997-09-11",3.6785
"1997-09-12",3.9878
"1997-09-13",4.5264
"1997-09-14",3.1601
"1997-09-15",3.2642
"1997-09-16",3.5698
"1997-09-17",4.0405
"1997-09-18",2.9417
"1997-09-19",2.8564
"1997-09-20",3.5483
"1997-09-21",3.666
"1997-09-22",4.1439
"1997-09-23",4.2167
"1997-09-24",4.4466
"1997-09-25",2.6742
"1997-09-26",3.3542
"1997-09-27",3.6808
"1997-09-28",4.1487
"1997-09-29",4.2454
"1997-09-30",4.4343
"1997-10-01",3.7864
"1997-10-02",2.4385
"1997-10-03",3.2023
"1997-10-04",4.1842
"1997-10-05",3.3854
"1997-10-06",2.2456
"1997-10-07",2.0593
"1997-10-08",1.7074
"1997-10-09",1.2216
"1997-10-10",0.9144
"1997-10-11",1.5859
"1997-10-12",2.1505
"1997-10-13",2.7437
"1997-10-14",3.0367
"1997-10-15",3.1767
"1997-10-16",3.1917
"1997-10-17",2.8272
"1997-10-18",2.8798
"1997-10-19",3.0329
"1997-10-20",2.5306
"1997-10-21",2.5556
"1997-10-22",2.4789
"1997-10-23",2.1907
"1997-10-24",1.926
"1997-10-25",2.3793
"1997-10-26",2.4004
"1997-10-27",1.885
"1997-10-28",1.8166
"1997-10-29",1.3393
"1997-10-30",2.057
"1997-10-31",1.8965
"1997-11-01",2.2422
"1997-11-02",2.4013
"1997-11-03",1.6148
"1997-11-04",1.5496
"1997-11-05",2.2038
"1997-11-06",1.9359
"1997-11-07",1.3824
"1997-11-08",1.3384
"1997-11-09",1.2785
"1997-11-10",0.7636
"1997-11-11",0.5508
"1997-11-12",0.6764
"1997-11-13",0.4997
"1997-11-14",0.4519
"1997-11-15",0.521
"1997-11-16",0.6377
"1997-11-17",0.6985
"1997-11-18",0.8485
"1997-11-19",0.7337
"1997-11-20",0.8677
"1997-11-21",0.6931
"1997-11-22",1.2651
"1997-11-23",1.0902
"1997-11-24",0.9801
"1997-11-25",0.8502
"1997-11-26",0.3904
"1997-11-27",0.6167
"1997-11-28",0.8443
"1997-11-29",0.9242
"1997-11-30",0.7885
"1997-12-01",0.7412
"1997-12-02",1.1249
"1997-12-03",1.0019
"1997-12-04",0.7957
"1997-12-05",0.4107
"1997-12-06",0.2462
"1997-12-07",0.2778
"1997-12-08",0.3149
"1997-12-09",0.6594
"1997-12-10",0.763
"1997-12-11",0.9277
"1997-12-12",0.9117
"1997-12-13",1.1959
"1997-12-14",0.6345
"1997-12-15",0.6447
"1997-12-16",0.3471
"1997-12-17",0.2999
"1997-12-18",0.503
"1997-12-19",1.1512
"1997-12-20",0.958
"1997-12-21",0.4148
"1997-12-22",0.6593
"1997-12-23",0.7855
"1997-12-24",0.4267
"1997-12-25",0.7478
"1997-12-26",0.9812
"1997-12-27",0.9384
"1997-12-28",0.936
"1997-12-29",1.1295
"1997-12-30",1.1973
"1997-12-31",1.1439
"1998-01-01",1.1534
"1998-01-02",0.4
"1998-01-03",0.5682
"1998-01-04",0.3714
"1998-01-05",0.6178
"1998-01-06",0.4553
"1998-01-07",0.6706
"1998-01-08",0.6415
"1998-01-09",0.3562
"1998-01-10",0.2688
"1998-01-11",0.3231
"1998-01-12",0.3078
"1998-01-13",0.4464
"1998-01-14",0.4152
"1998-01-15",0.3696
"1998-01-16",0.4087
"1998-01-17",0.6748
"1998-01-18",0.807
"1998-01-19",0.5736
"1998-01-20",0.4262
"1998-01-21",0.5667
"1998-01-22",0.5761
"1998-01-23",0.9003
"1998-01-24",1.2287
"1998-01-25",1.6141
"1998-01-26",1.3739
"1998-01-27",0.9433
"1998-01-28",1.3943
"1998-01-29",0.7129
"1998-01-30",0.7813
"1998-01-31",0.6612
"1998-02-01",0.4462
"1998-02-02",0.4849
"1998-02-03",0.5693
"1998-02-04",0.633
"1998-02-05",0.5381
"1998-02-06",0.5439
"1998-02-07",0.5315
"1998-02-08",0.7094
"1998-02-09",0.9384
"1998-02-10",0.647
"1998-02-11",0.8675
"1998-02-12",0.6298
"1998-02-13",1.0028
"1998-02-14",0.5131
"1998-02-15",0.7029
"1998-02-16",0.886
"1998-02-17",0.7709
"1998-02-18",1.1472
"1998-02-19",0.6543
"1998-02-20",0.9568
"1998-02-21",0.5019
"1998-02-22",0.824
"1998-02-23",0.616
"1998-02-24",0.8507
"1998-02-25",0.7105
"1998-02-26",0.8357
"1998-02-27",0.9552
"1998-02-28",1.4134
"1998-03-01",1.3072
"1998-03-02",1.3609
"1998-03-03",1.297
"1998-03-04",1.5691
"1998-03-05",0.8477
"1998-03-06",1.047
"1998-03-07",1.3897
"1998-03-08",1.5003
"1998-03-09",1.864
"1998-03-10",2.4933
"1998-03-11",1.8635
"1998-03-12",2.0375
"1998-03-13",1.1939
"1998-03-14",2.3576
"1998-03-15",2.2103
"1998-03-16",1.7919
"1998-03-17",2.3654
"1998-03-18",2.434
"1998-03-19",2.3515
"1998-03-20",2.1174
"1998-03-21",1.7223
"1998-03-22",1.4306
"1998-03-23",1.2727
"1998-03-24",1.0624
"1998-03-25",1.0032
"1998-03-26",1.5394
"1998-03-27",0.9976
"1998-03-28",0.8061
"1998-03-29",1.3928
"1998-03-30",2.1707
"1998-03-31",0.8338
"1998-04-01",1.111
"1998-04-02",1.392
"1998-04-03",1.1094
"1998-04-04",1.2736
"1998-04-05",1.3224
"1998-04-06",1.0355
"1998-04-07",1.4339
"1998-04-08",1.4123
"1998-04-09",1.9988
"1998-04-10",1.4358
"1998-04-11",1.0702
"1998-04-12",1.4619
"1998-04-13",0.8518
"1998-04-14",0.9689
"1998-04-15",1.4996
"1998-04-16",2.5918
"1998-04-17",3.1505
"1998-04-18",3.1044
"1998-04-19",3.6817
"1998-04-20",4.0009
"1998-04-21",4
"1998-04-22",3.6403
"1998-04-23",2.2881
"1998-04-24",2.0373
"1998-04-25",3.0223
"1998-04-26",3.715
"1998-04-27",4.0384
"1998-04-28",4.3098
"1998-04-29",4.5899
"1998-04-30",4.1179
"1998-05-01",3.0162
"1998-05-02",2.1303
"1998-05-03",1.5711
"1998-05-04",1.8795
"1998-05-05",2.0679
"1998-05-06",1.3677
"1998-05-07",2.2505
"1998-05-08",2.2029
"1998-05-09",2.3572
"1998-05-10",1.9927
"1998-05-11",2.1747
"1998-05-12",1.5238
"1998-05-13",1.4477
"1998-05-14",1.8456
"1998-05-15",2.8326
"1998-05-16",1.364
"1998-05-17",3.0103
"1998-05-18",3.8523
"1998-05-19",3.8837
"1998-05-20",3.505
"1998-05-21",1.8568
"1998-05-22",3.6649
"1998-05-23",1.7807
"1998-05-24",3.0539
"1998-05-25",1.4886
"1998-05-26",1.4247
"1998-05-27",1.6755
"1998-05-28",2.1947
"1998-05-29",2.1677
"1998-05-30",3.6531
"1998-05-31",4.3769
"1998-06-01",4.5141
"1998-06-02",3.4032
"1998-06-03",2.516
"1998-06-04",3.3839
"1998-06-05",3.0026
"1998-06-06",3.1781
"1998-06-07",3.2577
"1998-06-08",2.8196
"1998-06-09",3.7978
"1998-06-10",1.8417
"1998-06-11",1.6888
"1998-06-12",3.1469
"1998-06-13",3.8133
"1998-06-14",4.3131
"1998-06-15",4.8889
"1998-06-16",4.203
"1998-06-17",4.5729
"1998-06-18",5.1782
"1998-06-19",5.0309
"1998-06-20",4.6973
"1998-06-21",4.4541
"1998-06-22",4.2933
"1998-06-23",4.5154
"1998-06-24",4.4085
"1998-06-25",3.9078
"1998-06-26",4.8233
"1998-06-27",5.2799
"1998-06-28",5.4394
"1998-06-29",5.3306
"1998-06-30",5.2667
"1998-07-01",5.1619
"1998-07-02",5.3011
"1998-07-03",5.0082
"1998-07-04",4.8884
"1998-07-05",5.0138
"1998-07-06",5.0887
"1998-07-07",5.3568
"1998-07-08",5.4769
"1998-07-09",5.4242
"1998-07-10",5.4326
"1998-07-11",5.2055
"1998-07-12",5.5265
"1998-07-13",5.5892
"1998-07-14",5.4575
"1998-07-15",5.448
"1998-07-16",6.404
"1998-07-17",5.9878
"1998-07-18",5.7211
"1998-07-19",5.7216
"1998-07-20",5.7265
"1998-07-21",5.7552
"1998-07-22",4.2462
"1998-07-23",5.0486
"1998-07-24",4.7658
"1998-07-25",5.023
"1998-07-26",5.5086
"1998-07-27",5.4244
"1998-07-28",5.4849
"1998-07-29",5.4074
"1998-07-30",4.8166
"1998-07-31",4.3502
"1998-08-01",5.128
"1998-08-02",5.5467
"1998-08-03",6.2212
"1998-08-04",5.9344
"1998-08-05",5.6674
"1998-08-06",5.611
"1998-08-07",6.2046
"1998-08-08",5.7784
"1998-08-09",5.6194
"1998-08-10",5.5666
"1998-08-11",5.0099
"1998-08-12",5.5468
"1998-08-13",5.3838
"1998-08-14",5.2156
"1998-08-15",5.0777
"1998-08-16",5.189
"1998-08-17",4.6287
"1998-08-18",4.5388
"1998-08-19",4.4533
"1998-08-20",4.5208
"1998-08-21",4.5971
"1998-08-22",4.8584
"1998-08-23",4.3746
"1998-08-24",5.003
"1998-08-25",4.5787
"1998-08-26",4.1626
"1998-08-27",4.3273
"1998-08-28",4.0964
"1998-08-29",4.5711
"1998-08-30",4.6369
"1998-08-31",4.6834
"1998-09-01",4.8927
"1998-09-02",5.089
"1998-09-03",4.2602
"1998-09-04",3.9299
"1998-09-05",2.8414
"1998-09-06",2.8321
"1998-09-07",3.4805
"1998-09-08",3.1206
"1998-09-09",2.2963
"1998-09-10",2.9522
"1998-09-11",2.9553
"1998-09-12",3.3501
"1998-09-13",3.4596
"1998-09-14",3.5534
"1998-09-15",3.5196
"1998-09-16",3.7278
"1998-09-17",3.9288
"1998-09-18",3.7565
"1998-09-19",3.2246
"1998-09-20",2.8955
"1998-09-21",2.5765
"1998-09-22",2.797
"1998-09-23",2.2935
"1998-09-24",2.0603
"1998-09-25",1.5277
"1998-09-26",0.9595
"1998-09-27",0.9354
"1998-09-28",1.9788
"1998-09-29",2.4192
"1998-09-30",2.419
"1998-10-01",2.5682
"1998-10-02",2.7149
"1998-10-03",1.6335
"1998-10-04",2.0986
"1998-10-05",2.8115
"1998-10-06",2.7005
"1998-10-07",2.7869
"1998-10-08",2.3822
"1998-10-09",2.397
"1998-10-10",1.9688
"1998-10-11",2.705
"1998-10-12",2.6928
"1998-10-13",2.2649
"1998-10-14",1.9283
"1998-10-15",1.4365
"1998-10-16",1.9951
"1998-10-17",2.1325
"1998-10-18",2.3408
"1998-10-19",2.4401
"1998-10-20",2.4939
"1998-10-21",2.4062
"1998-10-22",1.9104
"1998-10-23",2.2093
"1998-10-24",1.003
"1998-10-25",0.72
"1998-10-26",1.7506
"1998-10-27",1.3154
"1998-10-28",0.7541
"1998-10-29",0.5151
"1998-10-30",1.3476
"1998-10-31",1.6695
"1998-11-01",1.1432
"1998-11-02",1.2592
"1998-11-03",0.7654
"1998-11-04",1.2459
"1998-11-05",0.8248
"1998-11-06",0.3953
"1998-11-07",0.3798
"1998-11-08",0.4618
"1998-11-09",0.8707
"1998-11-10",0.4767
"1998-11-11",0.4674
"1998-11-12",0.9922
"1998-11-13",1.1932
"1998-11-14",1.7349
"1998-11-15",1.0961
"1998-11-16",1.2533
"1998-11-17",0.406
"1998-11-18",0.5469
"1998-11-19",0.7162
"1998-11-20",0.9045
"1998-11-21",1.1783
"1998-11-22",0.7796
"1998-11-23",0.4665
"1998-11-24",0.6611
"1998-11-25",1.1953
"1998-11-26",1.8251
"1998-11-27",0.7192
"1998-11-28",0.2892
"1998-11-29",0.3443
"1998-11-30",0.4025
"1998-12-01",0.6918
"1998-12-02",0.3617
"1998-12-03",0.2713
"1998-12-04",0.5462
"1998-12-05",0.6083
"1998-12-06",0.5408
"1998-12-07",0.5704
"1998-12-08",0.506
"1998-12-09",0.805
"1998-12-10",0.7382
"1998-12-11",0.6244
"1998-12-12",0.7326
"1998-12-13",1.2134
"1998-12-14",0.621
"1998-12-15",1.1591
"1998-12-16",1.176
"1998-12-17",1.0271
"1998-12-18",0.9468
"1998-12-19",0.2229
"1998-12-20",0.2366
"1998-12-21",0.512
"1998-12-22",0.4531
"1998-12-23",0.643
"1998-12-24",0.4636
"1998-12-25",0.2085
"1998-12-26",0.684
"1998-12-27",0.8309
"1998-12-28",0.8583
"1998-12-29",1.047
"1998-12-30",1.0373
"1998-12-31",0.8191
"1999-01-01",1.1207
"1999-01-02",1.3457
"1999-01-03",1.1237
"1999-01-04",0.9025
"1999-01-05",0.9108
"1999-01-06",0.6538
"1999-01-07",0.9857
"1999-01-08",1.1064
"1999-01-09",1.209
"1999-01-10",1.1178
"1999-01-11",0.7787
"1999-01-12",0.8386
"1999-01-13",1.0875
"1999-01-14",1.0006
"1999-01-15",0.5852
"1999-01-16",0.6249
"1999-01-17",0.3995
"1999-01-18",0.2914
"1999-01-19",0.3125
"1999-01-20",0.2622
"1999-01-21",0.3945
"1999-01-22",0.4571
"1999-01-23",0.2746
"1999-01-24",0.4795
"1999-01-25",0.362
"1999-01-26",0.4258
"1999-01-27",0.7906
"1999-01-28",0.7284
"1999-01-29",1.1405
"1999-01-30",1.1961
"1999-01-31",0.4894
"1999-02-01",0.8256
"1999-02-02",0.9841
"1999-02-03",1.2784
"1999-02-04",1.0256
"1999-02-05",0.7787
"1999-02-06",0.527
"1999-02-07",0.4294
"1999-02-08",0.4863
"1999-02-09",0.3603
"1999-02-10",0.7002
"1999-02-11",1.2169
"1999-02-12",1.0871
"1999-02-13",1.3694
"1999-02-14",0.8757
"1999-02-15",1.2153
"1999-02-16",0.5421
"1999-02-17",0.7048
"1999-02-18",0.7853
"1999-02-19",1.0172
"1999-02-20",0.9527
"1999-02-21",0.4546
"1999-02-22",0.8463
"1999-02-23",1.093
"1999-02-24",1.9526
"1999-02-25",0.5737
"1999-02-26",0.9866
"1999-02-27",1.1844
"1999-02-28",0.8876
"1999-03-01",1.4679
"1999-03-02",2.0367
"1999-03-03",1.0979
"1999-03-04",1.1026
"1999-03-05",1.2419
"1999-03-06",1.0838
"1999-03-07",1.3308
"1999-03-08",0.8221
"1999-03-09",0.8052
"1999-03-10",0.7913
"1999-03-11",1.4826
"1999-03-12",1.9375
"1999-03-13",2.3921
"1999-03-14",2.0835
"1999-03-15",1.7509
"1999-03-16",2.0798
"1999-03-17",2.0546
"1999-03-18",2.2577
"1999-03-19",1.8161
"1999-03-20",1.2439
"1999-03-21",1.211
"1999-03-22",1.9643
"1999-03-23",1.6855
"1999-03-24",1.3902
"1999-03-25",2.0853
"1999-03-26",2.2572
"1999-03-27",2.4251
"1999-03-28",2.5109
"1999-03-29",2.4757
"1999-03-30",1.4828
"1999-03-31",0.8546
"1999-04-01",1.0868
"1999-04-02",1.7867
"1999-04-03",0.8918
"1999-04-04",2.2287
"1999-04-05",0.8641
"1999-04-06",0.9863
"1999-04-07",1.1806
"1999-04-08",0.7024
"1999-04-09",1.4371
"1999-04-10",0.9335
"1999-04-11",2.3339
"1999-04-12",2.9784
"1999-04-13",3.4676
"1999-04-14",3.3772
"1999-04-15",3.7133
"1999-04-16",3.4544
"1999-04-17",3.3663
"1999-04-18",3.6171
"1999-04-19",3.3113
"1999-04-20",3.1669
"1999-04-21",2.5585
"1999-04-22",1.8209
"1999-04-23",2.7889
"1999-04-24",3.3562
"1999-04-25",3.386
"1999-04-26",1.3603
"1999-04-27",2.952
"1999-04-28",1.3667
"1999-04-29",1.864
"1999-04-30",3.1991
"1999-05-01",3.1654
"1999-05-02",1.6335
"1999-05-03",1.2345
"1999-05-04",2.7017
"1999-05-05",4.0084
"1999-05-06",3.6715
"1999-05-07",3.9295
"1999-05-08",3.8458
"1999-05-09",3.4
"1999-05-10",2.7892
"1999-05-11",3.3919
"1999-05-12",3.2158
"1999-05-13",3.523
"1999-05-14",2.6591
"1999-05-15",3.2982
"1999-05-16",3.6444
"1999-05-17",4.0624
